DOI;first_author;year;species;life_stage;exposure_route;exposure_media;media_ph;media_temp_mean;media_temp_min;media_temp_max;exposure_duration_days;exposure_duration_effectsize_days;recovery_duration;nominal_dose_mass;nominal_dose_mass_units;nominal_dose_particles;nominal_dose_particles_units;nominal_dose_altern_category;nominal_dose_altern_type;nominal_dose_altern_type_units;measured_dose_mass;measured_dose_mass_units;measured_dose_particles;measured_dose_particles_units;measured_dose_altern_category;measured_dose_altern_type;measured_dose_altern_type_units;chem_contamination_screened_y_n;particle_cleaning_y_n;solvent_rinse;background_cont_check_y_n;uptake_validated_y_n;uptake_validation_method;organisms_fed_y_n;food_dose;food_dose_unit;food_type;experiment_comment;endpoint;c_n_replicates;c_ind_per_replicate;c_n_individuals;c_mean;c_SD;c_SE;c_unit;t_n_replicates;t_ind_per_replicate;t_n_individuals;t_mean;t_SD;t_SE;t_unit;data_comment;manufacturer;polymer_type;shape;size_length_mm_nominal_mean;size_length_mm_nominal_SD;size_length_mm_nominal_min;size_length_mm_nominal_max;size_length_mm_measured_mean;size_length_mm_measured_SD;size_length_mm_measured_min;size_length_mm_measured_max;size_width_mm_nominal_mean;size_width_mm_nominal_SD;size_width_mm_nominal_min;size_width_mm_nominal_max;size_width_mm_measured_mean;size_width_mm_measured_SD;size_width_mm_measured_min;size_width_mm_measured_max;size_height_mm_nominal_mean;size_height_mm_nominal_SD;size_height_mm_nominal_min;size_height_mm_nominal_max;size_height_mm_measured_mean;size_height_mm_measured_SD;size_height_mm_measured_min;size_height_mm_measured_max;UV_weathered_y_n;UV_intensity;UV_intensity_unit;UV_weathered_duration;weathered_biofouled_y_n;weathered_biofouled_duration;chemically_weathered_y_n;chemically_wheathered_chemical;chemically_weathered_duration;particle_comment
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;21;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Superoxide Dismutase Activity;6;1;6;2.645879733;0.106904232;0.04364347;U/mg_protein;6;1;6;1.810690423;0.053452116;0.021821735;U/mg_protein;metaDigitise fig. 2b;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Superoxide Dismutase Activity;6;1;6;2.585746102;0.06013363;0.024549452;U/mg_protein;6;1;6;2.198218263;0.040089087;0.016366301;U/mg_protein;metaDigitise fig. 2b;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Superoxide Dismutase Activity;6;1;6;2.585746102;0.06013363;0.024549452;U/mg_protein;6;1;6;1.971046771;0.100222717;0.040915753;U/mg_protein;metaDigitise fig. 2b;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;1500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Superoxide Dismutase Activity;6;1;6;2.585746102;0.06013363;0.024549452;U/mg_protein;6;1;6;1.53674833;0.093541203;0.038188036;U/mg_protein;metaDigitise fig. 2b;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Superoxide Dismutase Activity;6;1;6;2.585746102;0.06013363;0.024549452;U/mg_protein;6;1;6;1.670378619;0.106904232;0.04364347;U/mg_protein;metaDigitise fig. 2b;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.23489933;0.536912752;0.219193713;U/mg_protein;6;1;6;25.5033557;0.402684564;0.164395285;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.23489933;0.536912752;0.219193713;U/mg_protein;6;1;6;25.36912752;0.536912752;0.219193713;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;1500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.23489933;0.536912752;0.219193713;U/mg_protein;6;1;6;23.02013423;0.469798658;0.191794499;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.23489933;0.536912752;0.219193713;U/mg_protein;6;1;6;21.0738255;0.201342282;0.082197642;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.61744966;0.134228188;0.054798428;U/mg_protein;6;1;6;22.75167785;0.268456376;0.109596857;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.61744966;0.134228188;0.054798428;U/mg_protein;6;1;6;20.46979866;0.067114094;0.027399214;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;1500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.61744966;0.134228188;0.054798428;U/mg_protein;6;1;6;18.59060403;0.201342282;0.082197642;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.61744966;0.134228188;0.054798428;U/mg_protein;6;1;6;18.72483221;0.268456376;0.109596857;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;21;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;27.58389262;0.738255034;0.301391355;U/mg_protein;6;1;6;25.30201342;0.805369128;0.32879057;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;21;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;27.58389262;0.738255034;0.301391355;U/mg_protein;6;1;6;25.36912752;0.939597315;0.383588998;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;21;0;1500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;27.58389262;0.738255034;0.301391355;U/mg_protein;6;1;6;22.88590604;0.469798658;0.191794499;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;21;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;27.58389262;0.738255034;0.301391355;U/mg_protein;6;1;6;21.94630872;0.872483221;0.356189784;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.03355705;1.006711409;0.410988212;U/mg_protein;6;1;6;22.48322148;1.073825503;0.438387426;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.03355705;1.006711409;0.410988212;U/mg_protein;6;1;6;22.75167785;0.604026846;0.246592927;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;1500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.03355705;1.006711409;0.410988212;U/mg_protein;6;1;6;20.20134228;0.939597315;0.383588998;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;28;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;yes;pentane, octane;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.03355705;1.006711409;0.410988212;U/mg_protein;6;1;6;19.93288591;1.476510067;0.602782711;U/mg_protein;metaDigitise fig. 2c;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;sphere;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;"Only ""commercial sphere-type microbeads (SNPs, 200 nm)"" was reported"
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.13157895;0.526315789;0.214867521;U/mg_protein;6;1;6;25.85526316;0.460526316;0.188009081;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.13157895;0.526315789;0.214867521;U/mg_protein;6;1;6;25.32894737;0.460526316;0.188009081;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;1500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.13157895;0.526315789;0.214867521;U/mg_protein;6;1;6;20.52631579;0.526315789;0.214867521;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;7;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;25.13157895;0.526315789;0.214867521;U/mg_protein;6;1;6;20.32894737;0.460526316;0.188009081;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.5;0.328947368;0.134292201;U/mg_protein;6;1;6;19.34210526;0.263157895;0.107433761;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.5;0.328947368;0.134292201;U/mg_protein;6;1;6;19.80263158;0.328947368;0.134292201;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;1500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.5;0.328947368;0.134292201;U/mg_protein;6;1;6;17.30263158;0.526315789;0.214867521;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;14;0;2000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;22.5;0.328947368;0.134292201;U/mg_protein;6;1;6;16.05263158;0.723684211;0.295442842;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;21;0;500;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;27.5;0.789473684;0.322301282;U/mg_protein;6;1;6;23.81578947;1.184210526;0.483451923;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
10.1016/j.scitotenv.2023.162854;He;2023;Eisenia fetida;adult;sediment;Agricultural soil;6.75;25;24;26;28;21;0;1000;mg/kg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;no;NA;no;no;NA;yes;0.5;g/worm/week;cow manure;soil: natural soils gathered from Shandong University;Catalase Activity;6;1;6;27.5;0.789473684;0.322301282;U/mg_protein;6;1;6;22.89473684;1.118421053;0.456593483;U/mg_protein;metaDigitise fig. 2d;Beijing Zhongkeleiming Daojin Technology Co. Ltd.;PS;fragment;0.0002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;NA;no;NA;no;NA;NA;Microbeads were ground in 0.05% bovine serum albumen
